tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
AX6-1b		AX6-1										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX6
AX6-1b	AX6-1b_LP-DIR-T	AX6-1		mt	224.0	-0.7	1	15	-1	1.1	1.7	Intrusive:Igneous	Not Specified	Anorthosite	858	793	K		hargrave 2019-12-03 08:52:41	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX6
AX6-2b		AX6-2										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX6
AX6-2b	AX6-2b_LP-DIR-T	AX6-2		mt	275.6	42.4	1	17	100	0.7	2.3	Intrusive:Igneous	Not Specified	Anorthosite	858	793	K		hargrave 2019-12-03 08:54:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX6
AX6-2b	AX6-2b_LP-DIR-T	AX6-2		mt	282.9	32.5	1	17	0	0.7	2.3	Intrusive:Igneous	Not Specified	Anorthosite	858	793	K		hargrave 2019-12-03 08:54:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX6
AX6-2b	AX6-2b_LP-DIR-T	AX6-2		mt	203.4	-10.3	1	17	-1	0.7	2.3	Intrusive:Igneous	Not Specified	Anorthosite	858	793	K		hargrave 2019-12-03 08:54:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX6
AX6-2b		AX6-2										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX6
AX6-2b		AX6-2										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX6
AX6-3b		AX6-3										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX6
AX6-3b	AX6-3b_LP-DIR-T	AX6-3		mt	285.6	25.6	1	19	0	0.3	2.1	Intrusive:Igneous	Not Specified	Anorthosite	933	813	K		hargrave 2019-12-02 18:07:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX6
AX6-3b	AX6-3b_LP-DIR-T	AX6-3		mt	280.3	36.1	1	19	100	0.3	2.1	Intrusive:Igneous	Not Specified	Anorthosite	933	813	K		hargrave 2019-12-02 18:07:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX6
AX6-3b		AX6-3										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX6
AX6-3b		AX6-3										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX6
AX6-3b	AX6-3b_LP-DIR-T	AX6-3		mt	209.1	-32.1	1	19	-1	0.3	2.1	Intrusive:Igneous	Not Specified	Anorthosite	933	813	K		hargrave 2019-12-02 18:07:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX6
AX7-1b	AX7-1b_LP-DIR-T	AX7-1		mt	222.9	-6.3	1	16	-1	1.5	2.5	Intrusive:Igneous	Not Specified	Anorthosite	858	773	K		hargrave 2019-12-02 18:08:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX7
AX7-1b	AX7-1b_LP-DIR-T	AX7-1		mt	286.7	32.3	1	16	0	1.5	2.5	Intrusive:Igneous	Not Specified	Anorthosite	858	773	K		hargrave 2019-12-02 18:08:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX7
AX7-1b	AX7-1b_LP-DIR-T	AX7-1		mt	279.9	42.8	1	16	100	1.5	2.5	Intrusive:Igneous	Not Specified	Anorthosite	858	773	K		hargrave 2019-12-02 18:08:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX7
AX7-1b		AX7-1										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX7
AX7-1b		AX7-1										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX7
AX7-1b		AX7-1										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX7
AX7-2b	AX7-2b_LP-DIR-T	AX7-2		mt	229.6	-3.4	1	20	-1	0.7	1.8	Intrusive:Igneous	Not Specified	Anorthosite	933	813	K		hargrave 2019-12-03 08:55:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX7
AX7-2b	AX7-2b_LP-DIR-T	AX7-2		mt	279.5	38.1	1	20	100	0.7	1.8	Intrusive:Igneous	Not Specified	Anorthosite	933	813	K		hargrave 2019-12-03 08:55:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX7
AX7-2b		AX7-2										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX7
AX7-2b	AX7-2b_LP-DIR-T	AX7-2		mt	285.4	27.7	1	20	0	0.7	1.8	Intrusive:Igneous	Not Specified	Anorthosite	933	813	K		hargrave 2019-12-03 08:55:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX7
AX7-2b		AX7-2										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX7
AX7-2b		AX7-2										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX7
AX8-1b		AX8-1										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX8
AX8-1b		AX8-1										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX8
AX8-1b		AX8-1										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX8
AX8-1b	AX8-1b_LP-DIR-T	AX8-1		mt	265.5	25.8	1	13	-1	0.4	2.4	Intrusive:Igneous	Not Specified	Anorthosite	933	841	K		hargrave 2019-12-02 18:11:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX8
AX8-1b	AX8-1b_LP-DIR-T	AX8-1		mt	286.7	25.7	1	13	0	0.4	2.4	Intrusive:Igneous	Not Specified	Anorthosite	933	841	K		hargrave 2019-12-02 18:11:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX8
AX8-1b	AX8-1b_LP-DIR-T	AX8-1		mt	281.4	36.4	1	13	100	0.4	2.4	Intrusive:Igneous	Not Specified	Anorthosite	933	841	K		hargrave 2019-12-02 18:11:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX8
AX8-2b		AX8-2										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX8
AX8-2b		AX8-2										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX8
AX8-2b	AX8-2b_LP-DIR-T	AX8-2		mt	268.7	36.3	1	19	-1	1.4	2.2	Intrusive:Igneous	Not Specified	Anorthosite	933	828	K		hargrave 2019-12-03 08:57:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX8
AX8-2b	AX8-2b_LP-DIR-T	AX8-2		mt	281.0	34.8	1	19	0	1.4	2.2	Intrusive:Igneous	Not Specified	Anorthosite	933	828	K		hargrave 2019-12-03 08:57:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX8
AX8-2b	AX8-2b_LP-DIR-T	AX8-2		mt	272.8	44.3	1	19	100	1.4	2.2	Intrusive:Igneous	Not Specified	Anorthosite	933	828	K		hargrave 2019-12-03 08:57:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX8
AX8-2b		AX8-2										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX8
AX8-3b	AX8-3b_LP-DIR-T	AX8-3		mt	261.3	32.9	1	17	-1	2.4	2.7	Intrusive:Igneous	Not Specified	Anorthosite	873	793	K		hargrave 2019-12-02 18:14:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX8
AX8-3b	AX8-3b_LP-DIR-T	AX8-3		mt	271.4	42.4	1	17	100	2.4	2.7	Intrusive:Igneous	Not Specified	Anorthosite	873	793	K		hargrave 2019-12-02 18:14:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX8
AX8-3b	AX8-3b_LP-DIR-T	AX8-3		mt	279.3	33.2	1	17	0	2.4	2.7	Intrusive:Igneous	Not Specified	Anorthosite	873	793	K		hargrave 2019-12-02 18:14:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX8
AX8-3b		AX8-3										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX8
AX8-3b		AX8-3										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX8
AX8-3b		AX8-3										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX8
AX9-1b		AX9-1										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX9
AX9-1b	AX9-1b_LP-DIR-T	AX9-1		mt	292.8	27.7	1	23	100	0.0	3.1	Igneous:Intrusive	Not Specified	Anorthosite	933	773	K		hargrave 2019-12-02 18:15:59	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX9
AX9-1b	AX9-1b_LP-DIR-T	AX9-1		mt	299.5	46.1	1	23	-1	0.0	3.1	Igneous:Intrusive	Not Specified	Anorthosite	933	773	K		hargrave 2019-12-02 18:15:59	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX9
AX9-1b	AX9-1b_LP-DIR-T	AX9-1		mt	292.8	27.7	1	23	0	0.0	3.1	Igneous:Intrusive	Not Specified	Anorthosite	933	773	K		hargrave 2019-12-02 18:15:59	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX9
AX9-2b		AX9-2										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX9
BD1-10a		BD1-10										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-10a		BD1-10										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-10a	BD1-10a_LP-DIR-AF	BD1-10		mc	287.4	55.9	1	22	100	0.7	0.5	Intrusive:Igneous	Diabase	Diabase	1.000e-01	1.000e-02	T		hargrave 2019-09-14 21:12:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	BD1
BD1-10a	BD1-10a_LP-DIR-AF	BD1-10		mc	290.3	44.9	1	22	0	0.7	0.5	Intrusive:Igneous	Diabase	Diabase	1.000e-01	1.000e-02	T		hargrave 2019-09-14 21:12:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	BD1
BD1-10a	BD1-10a_LP-DIR-AF	BD1-10		mc	132.6	18.3	1	22	-1	0.7	0.5	Intrusive:Igneous	Diabase	Diabase	1.000e-01	1.000e-02	T		hargrave 2019-09-14 21:12:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Beaver Bay Complex	BD1
BD1-10a		BD1-10										Igneous:Intrusive	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-11a		BD1-11										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-11a		BD1-11										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-11a		BD1-11										Igneous:Intrusive	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-11a	BD1-11a_LP-DIR-AF	BD1-11		mc	289.4	40.9	1	22	0	0.9	0.4	Intrusive:Igneous	Diabase	Diabase	1.000e-01	1.000e-02	T		hargrave 2019-09-14 22:09:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	BD1
BD1-11a	BD1-11a_LP-DIR-AF	BD1-11		mc	286.7	51.8	1	22	100	0.9	0.4	Intrusive:Igneous	Diabase	Diabase	1.000e-01	1.000e-02	T		hargrave 2019-09-14 22:09:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	BD1
BD1-11a	BD1-11a_LP-DIR-AF	BD1-11		mc	125.2	22.4	1	22	-1	0.9	0.4	Intrusive:Igneous	Diabase	Diabase	1.000e-01	1.000e-02	T		hargrave 2019-09-14 22:09:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Beaver Bay Complex	BD1
BD1-12a		BD1-12										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-12a		BD1-12										Igneous:Intrusive	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-12a		BD1-12										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-12a	BD1-12a_LP-DIR-AF	BD1-12		mc	117.1	32.9	1	17	-1	1.6	2.4	Intrusive:Igneous	Diabase	Diabase	1.000e-01	2.000e-02	T		hargrave 2019-09-14 22:59:54	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Beaver Bay Complex	BD1
BD1-12a	BD1-12a_LP-DIR-AF	BD1-12		mc	296.6	38.4	1	17	0	1.6	2.4	Intrusive:Igneous	Diabase	Diabase	1.000e-01	2.000e-02	T		hargrave 2019-09-14 22:59:54	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	BD1
BD1-12a	BD1-12a_LP-DIR-AF	BD1-12		mc	295.7	49.5	1	17	100	1.6	2.4	Intrusive:Igneous	Diabase	Diabase	1.000e-01	2.000e-02	T		hargrave 2019-09-14 22:59:54	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	BD1
BD1-13a		BD1-13										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-13a	BD1-13a_LP-DIR-AF	BD1-13		mc	291.6	50.7	1	17	100	1.7	1.7	Intrusive:Igneous	Diabase	Diabase	1.000e-01	2.000e-02	T		hargrave 2019-09-14 23:53:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	BD1
BD1-13a	BD1-13a_LP-DIR-AF	BD1-13		mc	293.3	39.6	1	17	0	1.7	1.7	Intrusive:Igneous	Diabase	Diabase	1.000e-01	2.000e-02	T		hargrave 2019-09-14 23:53:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	BD1
BD1-13a	BD1-13a_LP-DIR-AF	BD1-13		mc	119.1	36.8	1	17	-1	1.7	1.7	Intrusive:Igneous	Diabase	Diabase	1.000e-01	2.000e-02	T		hargrave 2019-09-14 23:53:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Beaver Bay Complex	BD1
BD1-13a		BD1-13										Igneous:Intrusive	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-13a		BD1-13										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-14a		BD1-14										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-14a		BD1-14										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-14a	BD1-14a_LP-DIR-AF	BD1-14		mc	119.9	36.7	1	17	-1	1.1	2.8				1.000e-01	2.000e-02	T		hargrave 2019-09-15 00:46:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Beaver Bay Complex	BD1
BD1-14a	BD1-14a_LP-DIR-AF	BD1-14		mc	293.7	40.2	1	17	0	1.1	2.8				1.000e-01	2.000e-02	T		hargrave 2019-09-15 00:46:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	BD1
BD1-14a	BD1-14a_LP-DIR-AF	BD1-14		mc	292.0	51.3	1	17	100	1.1	2.8				1.000e-01	2.000e-02	T		hargrave 2019-09-15 00:46:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	BD1
BD1-14a		BD1-14										Igneous:Intrusive	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-15a		BD1-15										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-15a	BD1-15a_LP-DIR-AF	BD1-15		mc	286.9	51.9	1	22	100	1.6	1.0	Intrusive:Igneous	Diabase	Diabase	1.000e-01	1.000e-02	T		hargrave 2019-09-15 01:38:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	BD1
BD1-15a		BD1-15										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-15a		BD1-15										Igneous:Intrusive	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-15a	BD1-15a_LP-DIR-AF	BD1-15		mc	289.5	41.0	1	22	0	1.6	1.0	Intrusive:Igneous	Diabase	Diabase	1.000e-01	1.000e-02	T		hargrave 2019-09-15 01:38:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	BD1
BD1-15a	BD1-15a_LP-DIR-AF	BD1-15		mc	117.4	48.4	1	22	-1	1.6	1.0	Intrusive:Igneous	Diabase	Diabase	1.000e-01	1.000e-02	T		hargrave 2019-09-15 01:38:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Beaver Bay Complex	BD1
BD1-1a	BD1-1a_LP-DIR-AF	BD1-1		mc	292.4	54.6	1	17	100	1.8	0.5	Intrusive:Igneous	Diabase	Diabase	1.000e-01	2.000e-02	T		hargrave 2019-09-14 11:55:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	BD1
BD1-1a	BD1-1a_LP-DIR-AF	BD1-1		mc	294.2	43.5	1	17	0	1.8	0.5	Intrusive:Igneous	Diabase	Diabase	1.000e-01	2.000e-02	T		hargrave 2019-09-14 11:55:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	BD1
BD1-1a	BD1-1a_LP-DIR-AF	BD1-1		mc	269.7	49.3	1	17	-1	1.8	0.5	Intrusive:Igneous	Diabase	Diabase	1.000e-01	2.000e-02	T		hargrave 2019-09-14 11:55:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Beaver Bay Complex	BD1
BD1-1a		BD1-1										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-1a		BD1-1										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-1a		BD1-1										Igneous:Intrusive	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-2a	BD1-2a_LP-DIR-AF	BD1-2		mc	291.0	50.1	1	16	100	4.6	1.2	Intrusive:Igneous	Diabase	Diabase	1.000e-01	2.500e-02	T		hargrave 2019-09-14 12:47:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	BD1
BD1-2a	BD1-2a_LP-DIR-AF	BD1-2		mc	292.8	39.1	1	16	0	4.6	1.2	Intrusive:Igneous	Diabase	Diabase	1.000e-01	2.500e-02	T		hargrave 2019-09-14 12:47:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	BD1
BD1-2a	BD1-2a_LP-DIR-AF	BD1-2		mc	254.1	46.1	1	16	-1	4.6	1.2	Intrusive:Igneous	Diabase	Diabase	1.000e-01	2.500e-02	T		hargrave 2019-09-14 12:47:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Beaver Bay Complex	BD1
BD1-2a		BD1-2										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-2a		BD1-2										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-2a		BD1-2										Igneous:Intrusive	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-3a	BD1-3a_LP-DIR-AF	BD1-3		mc	295.0	51.7	1	15	100	1.1	1.5	Intrusive:Igneous	Diabase	Diabase	1.000e-01	3.000e-02	T		hargrave 2019-09-14 13:39:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	BD1
BD1-3a		BD1-3										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-3a		BD1-3										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-3a		BD1-3										Igneous:Intrusive	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-3a	BD1-3a_LP-DIR-AF	BD1-3		mc	296.1	40.5	1	15	0	1.1	1.5	Intrusive:Igneous	Diabase	Diabase	1.000e-01	3.000e-02	T		hargrave 2019-09-14 13:39:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	BD1
BD1-3a	BD1-3a_LP-DIR-AF	BD1-3		mc	260.2	65.5	1	15	-1	1.1	1.5	Intrusive:Igneous	Diabase	Diabase	1.000e-01	3.000e-02	T		hargrave 2019-09-14 13:39:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Beaver Bay Complex	BD1
BD1-4a		BD1-4										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-4a		BD1-4										Igneous:Intrusive	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-4a		BD1-4										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-4a	BD1-4a_LP-DIR-AF	BD1-4		mc	293.3	50.8	1	15	100	3.5	1.0	Intrusive:Igneous	Diabase	Diabase	1.000e-01	3.000e-02	T		hargrave 2019-09-14 14:32:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	BD1
BD1-4a	BD1-4a_LP-DIR-AF	BD1-4		mc	294.7	39.7	1	15	0	3.5	1.0	Intrusive:Igneous	Diabase	Diabase	1.000e-01	3.000e-02	T		hargrave 2019-09-14 14:32:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	BD1
BD1-4a	BD1-4a_LP-DIR-AF	BD1-4		mc	257.4	76.2	1	15	-1	3.5	1.0	Intrusive:Igneous	Diabase	Diabase	1.000e-01	3.000e-02	T		hargrave 2019-09-14 14:32:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			Beaver Bay Complex	BD1
BD1-5a		BD1-5										Igneous:Intrusive	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-5a		BD1-5										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
BD1-5a		BD1-5										Intrusive:Igneous	Diabase	Diabase				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	BD1
