tab	ages
age	location	site	sample	specimen	age_unit	citations	method_codes
	Beaver Bay Complex				Ma	This study	
>>>>>>>>>>
tab	locations
location	age	age_high	age_low	age_unit	lat_n	lat_s	lon_e	lon_w	geologic_classes	lithologies	location_type	analysts	citations
Beaver Bay Complex	1091.83	1092.04	1091.62	Ma	47.2	47.2	268.6	268.6	Igneous:Intrusive	Anorthosite	Outcrop		This study
>>>>>>>>>>
tab	measurements
measurement	specimen	experiment	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
AX2-7b_LP-DIR-T-2556	AX2-7b	AX2-7b_LP-DIR-T	3.3	97.1	23.7	0	0	0	0	3	473	This study	hargrave 2019-09-21 15:27:19	LT-T-Z:LP-DIR-T	g	2556	u	8	273			pmagpy-4.2.24-1	9.05e-07	5.09e-08	9.64e-09	5.649999999999999e-09
AX2-7b_LP-DIR-T-2557	AX2-7b	AX2-7b_LP-DIR-T	1.7	94.9	22.5	0	0	0	0	4	523	This study	hargrave 2019-09-22 13:05:08	LT-T-Z:LP-DIR-T	g	2557	u	8	273			pmagpy-4.2.24-1	8.97e-07	2.48e-08	6.27e-09	8.48e-09
AX2-7b_LP-DIR-T-2558	AX2-7b	AX2-7b_LP-DIR-T	1.7	91.9	21.8	0	0	0	0	5	573	This study	hargrave 2019-09-22 19:00:02	LT-T-Z:LP-DIR-T	g	2558	u	8	273			pmagpy-4.2.24-1	8.75e-07	2.4700000000000003e-08	4.43e-09	7.55e-09
AX2-7b_LP-DIR-T-2559	AX2-7b	AX2-7b_LP-DIR-T	11.2	102.5	22	0	0	0	0	6	623	This study	hargrave 2019-09-27 18:43:32	LT-T-Z:LP-DIR-T	g	2559	u	8	273			pmagpy-4.2.24-1	7.5e-07	1.44e-07	3.04e-08	1.32e-08
AX2-7b_LP-DIR-T-2560	AX2-7b	AX2-7b_LP-DIR-T	2.6	93.2	21.7	0	0	0	0	7	623	This study	hargrave 2019-09-27 22:28:15	LT-T-Z:LP-DIR-T	g	2560	u	8	273			pmagpy-4.2.24-1	7.64e-07	3.41e-08	4.46e-09	2.6600000000000003e-09
AX2-7b_LP-DIR-T-2561	AX2-7b	AX2-7b_LP-DIR-T	0.9	86.7	21	0	0	0	0	8	673	This study	hargrave 2019-09-28 15:02:28	LT-T-Z:LP-DIR-T	g	2561	u	8	273			pmagpy-4.2.24-1	6.3e-07	3.360000000000001e-09	6.709999999999999e-09	7.219999999999999e-09
AX2-7b_LP-DIR-T-2562	AX2-7b	AX2-7b_LP-DIR-T	1.5	87.8	20.2	0	0	0	0	9	723	This study	hargrave 2019-09-29 12:27:45	LT-T-Z:LP-DIR-T	g	2562	u	8	273			pmagpy-4.2.24-1	5.15e-07	1.18e-08	3.4700000000000002e-09	5.6000000000000005e-09
AX2-7b_LP-DIR-T-2563	AX2-7b	AX2-7b_LP-DIR-T	1.3	86.3	20.4	0	0	0	0	10	748	This study	hargrave 2019-09-29 18:10:01	LT-T-Z:LP-DIR-T	g	2563	u	8	273			pmagpy-4.2.24-1	4.77e-07	1.02e-08	1.8e-09	3.19e-09
AX2-7b_LP-DIR-T-2564	AX2-7b	AX2-7b_LP-DIR-T	3.7	88.5	19.1	0	0	0	0	11	773	This study	hargrave 2019-10-04 16:06:37	LT-T-Z:LP-DIR-T	g	2564	u	8	273			pmagpy-4.2.24-1	4.1200000000000004e-07	2.61e-08	2.48e-09	3.22e-09
AX2-7b_LP-DIR-T-2565	AX2-7b	AX2-7b_LP-DIR-T	0.7	87.5	19	0	0	0	0	12	793	This study	hargrave 2019-10-05 18:31:17	LT-T-Z:LP-DIR-T	g	2565	u	8	273			pmagpy-4.2.24-1	3.520000000000001e-07	2.6600000000000003e-09	1.16e-09	3e-09
AX2-7b_LP-DIR-T-2566	AX2-7b	AX2-7b_LP-DIR-T	1.6	87.0	15.6	0	0	0	0	13	813	This study	hargrave 2019-10-06 15:36:49	LT-T-Z:LP-DIR-T	g	2566	u	8	273			pmagpy-4.2.24-1	2.7800000000000003e-07	7.52e-09	1.2800000000000001e-09	2.13e-09
AX2-7b_LP-DIR-T-2567	AX2-7b	AX2-7b_LP-DIR-T	0.6	85.1	14.7	0	0	0	0	14	818	This study	hargrave 2019-10-14 11:56:37	LT-T-Z:LP-DIR-T	g	2567	u	8	273			pmagpy-4.2.24-1	2.35e-07	2.21e-09	7.51e-10	1.2e-09
AX2-7b_LP-DIR-T-2568	AX2-7b	AX2-7b_LP-DIR-T	3.1	82.3	10	0	0	0	0	15	823	This study	hargrave 2019-10-14 18:19:12	LT-T-Z:LP-DIR-T	g	2568	u	8	273			pmagpy-4.2.24-1	1.9e-07	1.03e-08	1.23e-09	1.49e-09
AX2-7b_LP-DIR-T-2569	AX2-7b	AX2-7b_LP-DIR-T	0.6	77.2	7.4	0	0	0	0	16	828	This study	hargrave 2019-10-19 16:52:02	LT-T-Z:LP-DIR-T	g	2569	u	8	273			pmagpy-4.2.24-1	1.6300000000000002e-07	1.4300000000000002e-09	7.59e-10	9.87e-10
AX2-7b_LP-DIR-T-2570	AX2-7b	AX2-7b_LP-DIR-T	0.7	76.7	4.7	0	0	0	0	17	833	This study	hargrave 2019-10-20 14:13:53	LT-T-Z:LP-DIR-T	g	2570	u	8	273			pmagpy-4.2.24-1	1.42e-07	1.22e-09	1.02e-09	1.26e-09
AX2-7b_LP-DIR-T-2571	AX2-7b	AX2-7b_LP-DIR-T	3.1	77.1	2.6	0	0	0	0	18	838	This study	hargrave 2019-10-21 08:57:01	LT-T-Z:LP-DIR-T	g	2571	u	8	273			pmagpy-4.2.24-1	1.1900000000000001e-07	5.84e-09	2.6899999999999996e-09	1.29e-09
AX2-7b_LP-DIR-T-2572	AX2-7b	AX2-7b_LP-DIR-T	2.4	73.3	2.6	0	0	0	0	19	841	This study	hargrave 2019-10-21 15:43:14	LT-T-Z:LP-DIR-T	g	2572	u	8	273			pmagpy-4.2.24-1	1.11e-07	3.86e-09	2.0300000000000002e-09	1.61e-09
AX2-7b_LP-DIR-T-2573	AX2-7b	AX2-7b_LP-DIR-T	2.8	79.2	3.2	0	0	0	0	20	843	This study	hargrave 2019-10-25 12:05:52	LT-T-Z:LP-DIR-T	g	2573	u	8	273			pmagpy-4.2.24-1	9.9e-08	4.64e-09	1.15e-09	7.5e-10
AX2-7b_LP-DIR-T-2574	AX2-7b	AX2-7b_LP-DIR-T	3.2	70.8	5.7	0	0	0	0	21	845	This study	hargrave 2019-10-25 18:57:35	LT-T-Z:LP-DIR-T	g	2574	u	8	273			pmagpy-4.2.24-1	1.0199999999999999e-07	5.5000000000000004e-09	1.8e-09	7.030000000000001e-10
AX2-7b_LP-DIR-T-2575	AX2-7b	AX2-7b_LP-DIR-T	1	73.8	7.3	0	0	0	0	22	848	This study	hargrave 2019-11-01 11:47:04	LT-T-Z:LP-DIR-T	g	2575	u	8	273			pmagpy-4.2.24-1	1.0099999999999999e-07	1.15e-09	7.630000000000001e-10	1.31e-09
AX2-7b_LP-DIR-T-2576	AX2-7b	AX2-7b_LP-DIR-T	0.8	78.7	4.2	0	0	0	0	23	850	This study	hargrave 2019-11-01 17:40:30	LT-T-Z:LP-DIR-T	g	2576	u	8	273			pmagpy-4.2.24-1	8e-08	7.93e-10	6.75e-10	7.38e-10
AX2-7b_LP-DIR-T-2577	AX2-7b	AX2-7b_LP-DIR-T	1.1	72.3	5	0	0	0	0	24	852	This study	hargrave 2019-11-02 15:47:41	LT-T-Z:LP-DIR-T	g	2577	u	8	273			pmagpy-4.2.24-1	6.41e-08	5.75e-10	7.649999999999999e-10	9.86e-10
AX2-7b_LP-DIR-T-2578	AX2-7b	AX2-7b_LP-DIR-T	2.7	79.1	6.3	0	0	0	0	25	854	This study	hargrave 2019-11-03 14:02:36	LT-T-Z:LP-DIR-T	g	2578	u	8	273			pmagpy-4.2.24-1	8.019999999999999e-08	3.510000000000001e-09	1.13e-09	7.200000000000001e-10
AX2-7b_LP-DIR-T-2579	AX2-7b	AX2-7b_LP-DIR-T	2.2	80.2	6.9	0	0	0	0	26	858	This study	hargrave 2019-11-04 08:45:23	LT-T-Z:LP-DIR-T	g	2579	u	8	273			pmagpy-4.2.24-1	6.690000000000001e-08	2.41e-09	9.65e-10	5.72e-10
AX2-7b_LP-DIR-T-2580	AX2-7b	AX2-7b_LP-DIR-T	1.1	99.3	33.1	0	0	0	0	27	873	This study	hargrave 2019-11-15 12:03:02	LT-T-Z:LP-DIR-T	g	2580	u	8	273			pmagpy-4.2.24-1	1.14e-07	1.9100000000000002e-09	1.0400000000000001e-09	6.69e-10
AX2-7b_LP-DIR-T-2581	AX2-7b	AX2-7b_LP-DIR-T	1	101.1	29.5	0	0	0	0	28	888	This study	hargrave 2019-11-15 18:24:49	LT-T-Z:LP-DIR-T	g	2581	u	8	273			pmagpy-4.2.24-1	9.67e-08	1.61e-09	3.7000000000000007e-10	6.8e-10
AX2-7b_LP-DIR-T-2582	AX2-7b	AX2-7b_LP-DIR-T	1.6	98.1	36.8	0	0	0	0	29	903	This study	hargrave 2019-11-16 13:42:24	LT-T-Z:LP-DIR-T	g	2582	u	8	273			pmagpy-4.2.24-1	8.35e-08	2.2899999999999997e-09	5.35e-10	4.5699999999999997e-10
AX2-7b_LP-DIR-T-2583	AX2-7b	AX2-7b_LP-DIR-T	1.4	104.4	24	0	0	0	0	30	918	This study	hargrave 2019-11-23 13:41:25	LT-T-Z:LP-DIR-T	g	2583	u	8	273			pmagpy-4.2.24-1	6.99e-08	1.6399999999999995e-09	3.8199999999999997e-10	5.39e-10
AX2-7b_LP-DIR-T-2584	AX2-7b	AX2-7b_LP-DIR-T	1.8	85.4	10.5	0	0	0	0	31	933	This study	hargrave 2019-11-24 10:16:56	LT-T-Z:LP-DIR-T	g	2584	u	8	273			pmagpy-4.2.24-1	2.63e-08	7.37e-10	4.04e-10	2.6000000000000003e-10
AX2-7b_LP-DIR-T-2585	AX2-7b	AX2-7b_LP-DIR-T	3.4	78.9	-0.2	0	0	0	0	32	948	This study	hargrave 2019-12-01 17:01:53	LT-T-Z:LP-DIR-T	g	2585	u	8	273			pmagpy-4.2.24-1	8.75e-09	5.249999999999999e-10	1.56e-10	8.39e-11
AX2-8b_LP-DIR-T-2586	AX2-8b	AX2-8b_LP-DIR-T	3.8	127.3	40.6	0	0	0	0	0	273	This study	hargrave 2019-09-13 17:26:43	LT-NO:LP-DIR-T	g	2586	u	8	273			pmagpy-4.2.24-1	4.0799999999999995e-07	1.55e-08	2.09e-08	6.920000000000002e-09
AX2-8b_LP-DIR-T-2587	AX2-8b	AX2-8b_LP-DIR-T	1.5	121.2	39.8	0	0	0	0	1	373	This study	hargrave 2019-09-20 12:48:44	LT-T-Z:LP-DIR-T	g	2587	u	8	273			pmagpy-4.2.24-1	3.74e-07	4.6e-09	7.33e-09	4.79e-09
AX2-8b_LP-DIR-T-2588	AX2-8b	AX2-8b_LP-DIR-T	1.5	113.8	37.9	0	0	0	0	2	423	This study	hargrave 2019-09-20 19:38:00	LT-T-Z:LP-DIR-T	g	2588	u	8	273			pmagpy-4.2.24-1	3.07e-07	5.1200000000000005e-09	5.0900000000000004e-09	4.14e-09
AX2-8b_LP-DIR-T-2589	AX2-8b	AX2-8b_LP-DIR-T	2.5	109.7	36.7	0	0	0	0	3	473	This study	hargrave 2019-09-21 15:28:39	LT-T-Z:LP-DIR-T	g	2589	u	8	273			pmagpy-4.2.24-1	2.7800000000000003e-07	1.02e-08	6.08e-09	3.5399999999999998e-09
AX2-8b_LP-DIR-T-2590	AX2-8b	AX2-8b_LP-DIR-T	2.4	108.0	35	0	0	0	0	4	523	This study	hargrave 2019-09-22 13:06:32	LT-T-Z:LP-DIR-T	g	2590	u	8	273			pmagpy-4.2.24-1	2.63e-07	9.270000000000001e-09	5.11e-09	3.560000000000001e-09
AX2-8b_LP-DIR-T-2591	AX2-8b	AX2-8b_LP-DIR-T	1.2	98.8	33.1	0	0	0	0	5	573	This study	hargrave 2019-09-22 19:01:23	LT-T-Z:LP-DIR-T	g	2591	u	8	273			pmagpy-4.2.24-1	2.4399999999999996e-07	3.09e-09	2.5600000000000003e-09	3.3299999999999995e-09
AX2-8b_LP-DIR-T-2592	AX2-8b	AX2-8b_LP-DIR-T	2.7	96.9	32.1	0	0	0	0	6	623	This study	hargrave 2019-09-27 18:44:46	LT-T-Z:LP-DIR-T	g	2592	u	8	273			pmagpy-4.2.24-1	2.08e-07	9.379999999999999e-09	2.7899999999999997e-09	2.8000000000000003e-09
AX2-8b_LP-DIR-T-2593	AX2-8b	AX2-8b_LP-DIR-T	2.7	95.8	30.4	0	0	0	0	7	673	This study	hargrave 2019-09-28 15:03:42	LT-T-Z:LP-DIR-T	g	2593	u	8	273			pmagpy-4.2.24-1	1.4e-07	5.820000000000001e-09	2.92e-09	1.51e-09
AX2-8b_LP-DIR-T-2594	AX2-8b	AX2-8b_LP-DIR-T	1.6	94.0	29.7	0	0	0	0	8	723	This study	hargrave 2019-09-29 12:28:58	LT-T-Z:LP-DIR-T	g	2594	u	8	273			pmagpy-4.2.24-1	1.05e-07	2.0300000000000002e-09	1.98e-09	1.4400000000000002e-09
AX2-8b_LP-DIR-T-2595	AX2-8b	AX2-8b_LP-DIR-T	1.6	92.1	29.1	0	0	0	0	9	748	This study	hargrave 2019-09-29 18:11:14	LT-T-Z:LP-DIR-T	g	2595	u	8	273			pmagpy-4.2.24-1	8.44e-08	2.09e-09	8.05e-10	9.91e-10
AX2-8b_LP-DIR-T-2596	AX2-8b	AX2-8b_LP-DIR-T	0.9	89.1	28.6	0	0	0	0	10	773	This study	hargrave 2019-10-04 16:08:08	LT-T-Z:LP-DIR-T	g	2596	u	8	273			pmagpy-4.2.24-1	6.7e-08	7.88e-10	6.03e-10	6e-10
AX2-8b_LP-DIR-T-2597	AX2-8b	AX2-8b_LP-DIR-T	3.4	90.4	27.4	0	0	0	0	11	793	This study	hargrave 2019-10-05 18:32:49	LT-T-Z:LP-DIR-T	g	2597	u	8	273			pmagpy-4.2.24-1	5e-08	2.95e-09	3.86e-10	3.34e-10
AX2-8b_LP-DIR-T-2598	AX2-8b	AX2-8b_LP-DIR-T	1.7	83.3	21.5	0	0	0	0	12	813	This study	hargrave 2019-10-06 15:38:20	LT-T-Z:LP-DIR-T	g	2598	u	8	273			pmagpy-4.2.24-1	3.59e-08	1.06e-09	3.95e-10	2.22e-10
AX2-8b_LP-DIR-T-2599	AX2-8b	AX2-8b_LP-DIR-T	2.8	82.9	23.4	0	0	0	0	13	818	This study	hargrave 2019-10-14 11:58:08	LT-T-Z:LP-DIR-T	g	2599	u	8	273			pmagpy-4.2.24-1	2.65e-08	1.31e-09	4.42e-10	2.03e-10
AX2-8b_LP-DIR-T-2600	AX2-8b	AX2-8b_LP-DIR-T	3	76.9	17.6	0	0	0	0	14	823	This study	hargrave 2019-10-14 18:20:44	LT-T-Z:LP-DIR-T	g	2600	u	8	273			pmagpy-4.2.24-1	1.86e-08	9.42e-10	5.36e-10	1.79e-10
AX2-8b_LP-DIR-T-2601	AX2-8b	AX2-8b_LP-DIR-T	4.9	76.8	10.2	0	0	0	0	15	828	This study	hargrave 2019-10-19 16:53:32	LT-T-Z:LP-DIR-T	g	2601	u	8	273			pmagpy-4.2.24-1	1.47e-08	1.26e-09	3.48e-10	2.22e-10
AX2-8b_LP-DIR-T-2602	AX2-8b	AX2-8b_LP-DIR-T	5.2	77.7	-4	0	0	0	0	16	833	This study	hargrave 2019-10-20 14:15:25	LT-T-Z:LP-DIR-T	g	2602	u	8	273			pmagpy-4.2.24-1	1.07e-08	9.88e-10	2.92e-10	1.23e-10
AX2-8b_LP-DIR-T-2603	AX2-8b	AX2-8b_LP-DIR-T	5.1	61.1	-5	0	0	0	0	17	838	This study	hargrave 2019-10-21 08:58:33	LT-T-Z:LP-DIR-T	g	2603	u	8	273			pmagpy-4.2.24-1	8.209999999999999e-09	6.85e-10	3.71e-10	5.929999999999999e-11
AX2-8b_LP-DIR-T-2604	AX2-8b	AX2-8b_LP-DIR-T	3.8	57.7	22.5	0	0	0	0	18	841	This study	hargrave 2019-10-21 15:44:46	LT-T-Z:LP-DIR-T	g	2604	u	8	273			pmagpy-4.2.24-1	6.9099999999999995e-09	5.05e-10	2.4799999999999997e-10	4.9100000000000004e-11
AX2-8b_LP-DIR-T-2605	AX2-8b	AX2-8b_LP-DIR-T	5.2	16.3	39.7	0	0	0	0	19	843	This study	hargrave 2019-10-25 12:07:25	LT-T-Z:LP-DIR-T	g	2605	u	8	273			pmagpy-4.2.24-1	4.7499999999999995e-09	3.42e-10	3.48e-10	1.11e-10
AX2-8b_LP-DIR-T-2606	AX2-8b	AX2-8b_LP-DIR-T	3.8	35.9	25.1	0	0	0	0	20	845	This study	hargrave 2019-10-25 18:59:06	LT-T-Z:LP-DIR-T	g	2606	u	8	273			pmagpy-4.2.24-1	7.2400000000000015e-09	2.69e-10	3.7900000000000004e-10	2.86e-10
AX2-8b_LP-DIR-T-2607	AX2-8b	AX2-8b_LP-DIR-T	5.8	85.1	-20.2	0	0	0	0	21	848	This study	hargrave 2019-11-01 11:48:36	LT-T-Z:LP-DIR-T	g	2607	u	8	273			pmagpy-4.2.24-1	6.07e-09	5.879999999999999e-10	2.67e-10	1.37e-10
AX2-8b_LP-DIR-T-2608	AX2-8b	AX2-8b_LP-DIR-T	3.6	118.7	-25.7	0	0	0	0	22	850	This study	hargrave 2019-11-01 17:41:57	LT-T-Z:LP-DIR-T	g	2608	u	8	273			pmagpy-4.2.24-1	2.0600000000000003e-09	1.03e-10	7.36e-11	8.47e-11
AX2-8b_LP-DIR-T-2609	AX2-8b	AX2-8b_LP-DIR-T	4.3	351.7	61.8	0	0	0	0	23	852	This study	hargrave 2019-11-02 15:49:07	LT-T-Z:LP-DIR-T	g	2609	u	8	273			pmagpy-4.2.24-1	4.8e-09	3.28e-10	2.33e-10	1.32e-10
AX2-8b_LP-DIR-T-2610	AX2-8b	AX2-8b_LP-DIR-T	13.2	195.6	-35.2	0	0	0	0	24	854	This study	hargrave 2019-11-03 14:05:38	LT-T-Z:LP-DIR-T	g	2610	u	8	273			pmagpy-4.2.24-1	9.54e-10	1.36e-10	1.9199999999999998e-10	1.26e-10
AX2-8b_LP-DIR-T-2611	AX2-8b	AX2-8b_LP-DIR-T	10.9	213.0	-44	0	0	0	0	25	854	This study	hargrave 2019-11-03 15:31:14	LT-T-Z:LP-DIR-T	g	2611	u	8	273			pmagpy-4.2.24-1	9.43e-10	1.31e-10	1.72e-10	5.760000000000001e-11
AX2-8b_LP-DIR-T-2612	AX2-8b	AX2-8b_LP-DIR-T	8.2	29.5	58.3	0	0	0	0	26	858	This study	hargrave 2019-11-04 08:46:35	LT-T-Z:LP-DIR-T	g	2612	u	8	273			pmagpy-4.2.24-1	1.9100000000000002e-09	2.67e-10	1.0500000000000001e-10	4.47e-11
AX2-8b_LP-DIR-T-2613	AX2-8b	AX2-8b_LP-DIR-T	3.4	20.2	52.8	0	0	0	0	27	858	This study	hargrave 2019-11-04 09:45:23	LT-T-Z:LP-DIR-T	g	2613	u	8	273			pmagpy-4.2.24-1	2.13e-09	8.080000000000001e-11	1.08e-10	5.58e-11
AX2-8b_LP-DIR-T-2614	AX2-8b	AX2-8b_LP-DIR-T	3.4	96.3	14.3	0	0	0	0	28	873	This study	hargrave 2019-11-15 12:04:28	LT-T-Z:LP-DIR-T	g	2614	u	8	273			pmagpy-4.2.24-1	2.09e-08	1.21e-09	6.6e-10	1.42e-10
AX2-8b_LP-DIR-T-2615	AX2-8b	AX2-8b_LP-DIR-T	3.3	114.5	48.4	0	0	0	0	29	888	This study	hargrave 2019-11-15 18:26:16	LT-T-Z:LP-DIR-T	g	2615	u	8	273			pmagpy-4.2.24-1	1.53e-08	7.240000000000001e-10	6.07e-10	2.98e-10
AX2-8b_LP-DIR-T-2616	AX2-8b	AX2-8b_LP-DIR-T	3.4	106.5	39.6	0	0	0	0	30	903	This study	hargrave 2019-11-16 13:43:50	LT-T-Z:LP-DIR-T	g	2616	u	8	273			pmagpy-4.2.24-1	2.2200000000000004e-08	1.18e-09	6.79e-10	8.790000000000001e-11
AX2-8b_LP-DIR-T-2617	AX2-8b	AX2-8b_LP-DIR-T	2.2	86.4	38.1	0	0	0	0	31	918	This study	hargrave 2019-11-23 13:42:58	LT-T-Z:LP-DIR-T	g	2617	u	8	273			pmagpy-4.2.24-1	1.95e-08	7.330000000000001e-10	3.4700000000000004e-10	1.79e-10
AX2-8b_LP-DIR-T-2618	AX2-8b	AX2-8b_LP-DIR-T	3.2	92.7	43.3	0	0	0	0	32	933	This study	hargrave 2019-11-24 10:18:22	LT-T-Z:LP-DIR-T	g	2618	u	8	273			pmagpy-4.2.24-1	7.79e-09	4.04e-10	2.3199999999999997e-10	5.160000000000001e-11
AX2-8b_LP-DIR-T-2619	AX2-8b	AX2-8b_LP-DIR-T	3	70.6	23.9	0	0	0	0	33	948	This study	hargrave 2019-12-01 17:03:20	LT-T-Z:LP-DIR-T	g	2619	u	8	273			pmagpy-4.2.24-1	2.0999999999999998e-09	6.83e-11	9.45e-11	4.85e-11
AX2-9b_LP-DIR-T-2620	AX2-9b	AX2-9b_LP-DIR-T	1.5	115.5	52.5	0	0	0	0	0	273	This study	hargrave 2019-09-13 17:28:19	LT-NO:LP-DIR-T	g	2620	u	8	273			pmagpy-4.2.24-1	1.13e-06	9.359999999999999e-09	2.54e-08	1.33e-08
AX2-9b_LP-DIR-T-2621	AX2-9b	AX2-9b_LP-DIR-T	1.5	110.6	52.5	0	0	0	0	1	373	This study	hargrave 2019-09-20 12:50:03	LT-T-Z:LP-DIR-T	g	2621	u	8	273			pmagpy-4.2.24-1	1.01e-06	2.17e-08	1.1100000000000002e-08	1.1299999999999999e-08
AX2-9b_LP-DIR-T-2622	AX2-9b	AX2-9b_LP-DIR-T	1.2	103.8	52.2	0	0	0	0	2	423	This study	hargrave 2019-09-20 19:39:18	LT-T-Z:LP-DIR-T	g	2622	u	8	273			pmagpy-4.2.24-1	8.720000000000002e-07	1.2e-08	9.9e-09	9.68e-09
AX2-9b_LP-DIR-T-2623	AX2-9b	AX2-9b_LP-DIR-T	1.3	99.5	51.9	0	0	0	0	3	473	This study	hargrave 2019-09-21 15:29:57	LT-T-Z:LP-DIR-T	g	2623	u	8	273			pmagpy-4.2.24-1	7.96e-07	1.23e-08	1.1899999999999999e-08	7.1e-09
AX2-9b_LP-DIR-T-2624	AX2-9b	AX2-9b_LP-DIR-T	1.5	97.5	51.3	0	0	0	0	4	523	This study	hargrave 2019-09-22 13:07:51	LT-T-Z:LP-DIR-T	g	2624	u	8	273			pmagpy-4.2.24-1	7.49e-07	1.7e-08	7.5e-09	7.0099999999999996e-09
AX2-9b_LP-DIR-T-2625	AX2-9b	AX2-9b_LP-DIR-T	1.9	90.4	51.2	0	0	0	0	5	573	This study	hargrave 2019-09-22 19:02:41	LT-T-Z:LP-DIR-T	g	2625	u	8	273			pmagpy-4.2.24-1	7.070000000000002e-07	2.11e-08	7.63e-09	5.57e-09
AX2-9b_LP-DIR-T-2626	AX2-9b	AX2-9b_LP-DIR-T	1.4	86.5	51.6	0	0	0	0	6	623	This study	hargrave 2019-09-27 18:45:59	LT-T-Z:LP-DIR-T	g	2626	u	8	273			pmagpy-4.2.24-1	6.35e-07	9.59e-09	1.22e-08	5.689999999999999e-09
AX2-9b_LP-DIR-T-2627	AX2-9b	AX2-9b_LP-DIR-T	1	85.0	50.7	0	0	0	0	7	673	This study	hargrave 2019-09-28 15:05:36	LT-T-Z:LP-DIR-T	g	2627	u	8	273			pmagpy-4.2.24-1	4.9e-07	5.24e-09	6.38e-09	4.76e-09
AX2-9b_LP-DIR-T-2628	AX2-9b	AX2-9b_LP-DIR-T	1.7	84.8	51.3	0	0	0	0	8	723	This study	hargrave 2019-09-29 12:30:11	LT-T-Z:LP-DIR-T	g	2628	u	8	273			pmagpy-4.2.24-1	4.05e-07	1.1000000000000001e-08	4.25e-09	3.3899999999999997e-09
AX2-9b_LP-DIR-T-2629	AX2-9b	AX2-9b_LP-DIR-T	1	80.7	50.2	0	0	0	0	9	748	This study	hargrave 2019-09-29 18:13:09	LT-T-Z:LP-DIR-T	g	2629	u	8	273			pmagpy-4.2.24-1	3.51e-07	2.3e-09	4.07e-09	3.6e-09
AX2-9b_LP-DIR-T-2630	AX2-9b	AX2-9b_LP-DIR-T	2	78.7	49.3	0	0	0	0	10	773	This study	hargrave 2019-10-04 16:10:29	LT-T-Z:LP-DIR-T	g	2630	u	8	273			pmagpy-4.2.24-1	3.17e-07	1.05e-08	3.2799999999999994e-09	1.62e-09
AX2-9b_LP-DIR-T-2631	AX2-9b	AX2-9b_LP-DIR-T	1.6	80.3	50.2	0	0	0	0	11	793	This study	hargrave 2019-10-05 18:34:20	LT-T-Z:LP-DIR-T	g	2631	u	8	273			pmagpy-4.2.24-1	2.8e-07	7.3400000000000015e-09	2.55e-09	1.46e-09
AX2-9b_LP-DIR-T-2632	AX2-9b	AX2-9b_LP-DIR-T	1	81.9	48.5	0	0	0	0	12	813	This study	hargrave 2019-10-06 15:40:41	LT-T-Z:LP-DIR-T	g	2632	u	8	273			pmagpy-4.2.24-1	2.35e-07	3.6200000000000003e-09	1.31e-09	1.23e-09
AX2-9b_LP-DIR-T-2633	AX2-9b	AX2-9b_LP-DIR-T	2.6	84.7	51.1	0	0	0	0	13	818	This study	hargrave 2019-10-14 11:59:40	LT-T-Z:LP-DIR-T	g	2633	u	8	273			pmagpy-4.2.24-1	2.07e-07	8.8e-09	2.64e-09	1.15e-09
AX2-9b_LP-DIR-T-2634	AX2-9b	AX2-9b_LP-DIR-T	1.2	83.8	53.5	0	0	0	0	14	823	This study	hargrave 2019-10-14 18:22:19	LT-T-Z:LP-DIR-T	g	2634	u	8	273			pmagpy-4.2.24-1	1.73e-07	3.12e-09	1.6e-09	1.22e-09
AX2-9b_LP-DIR-T-2635	AX2-9b	AX2-9b_LP-DIR-T	0.9	84.0	52.9	0	0	0	0	15	828	This study	hargrave 2019-10-19 16:55:03	LT-T-Z:LP-DIR-T	g	2635	u	8	273			pmagpy-4.2.24-1	1.5199999999999998e-07	1.5e-09	1.7199999999999999e-09	1.1e-09
AX2-9b_LP-DIR-T-2636	AX2-9b	AX2-9b_LP-DIR-T	1.5	91.9	52.4	0	0	0	0	16	833	This study	hargrave 2019-10-20 14:16:57	LT-T-Z:LP-DIR-T	g	2636	u	8	273			pmagpy-4.2.24-1	1.41e-07	2.8600000000000005e-09	2.0999999999999998e-09	1.3400000000000001e-09
AX2-9b_LP-DIR-T-2637	AX2-9b	AX2-9b_LP-DIR-T	2.2	91.1	52	0	0	0	0	17	838	This study	hargrave 2019-10-21 09:00:04	LT-T-Z:LP-DIR-T	g	2637	u	8	273			pmagpy-4.2.24-1	1.1699999999999999e-07	4.19e-09	1.0499999999999999e-09	9.510000000000001e-10
AX2-9b_LP-DIR-T-2638	AX2-9b	AX2-9b_LP-DIR-T	1.7	85.7	51.2	0	0	0	0	18	841	This study	hargrave 2019-10-21 15:46:18	LT-T-Z:LP-DIR-T	g	2638	u	8	273			pmagpy-4.2.24-1	1.15e-07	2.8000000000000003e-09	1.9100000000000002e-09	9.9e-10
